obs_id,key,value
95,x1,-0.814415232
96,x1,-1.405382683
97,x1,-0.704420749
98,x1,-0.38665328
99,x1,-0.065542676
100,x1,-0.597999246
101,x1,-0.238566951
102,x1,-1.068899715
103,x1,-1.480833749
104,x1,-0.656560355
105,x1,-0.78816589
106,x1,-1.287644924
107,x1,-1.547841314
108,x1,-1.405312002
109,x1,-1.153002826
110,x1,-0.858233386
111,x1,-1.397906202
112,x1,-1.83349532
113,x1,-1.132534295
114,x1,-1.488648777
115,x1,-0.602841185
116,x1,-0.578570991
117,x1,-1.490554754
118,x1,-2.112577497
119,x1,-1.788373908
120,x1,-1.885696395
121,x1,-1.977481383
122,x1,-2.664375088
123,x1,-2.809295508
124,x1,-2.284781339
125,x1,-2.295058275
126,x1,-2.116278919
127,x1,-1.979952743
128,x1,-2.868327527
129,x1,-1.883351349
130,x1,-1.365379209
131,x1,-1.064061138
132,x1,-1.144775607
133,x1,0.17654290960633998
134,x1,0.603952402
135,x1,0.2594952717284365
136,x1,0.34068322754443764
137,x1,1.1516406124215826
138,x1,0.580029797
139,x1,0.4204230087135063
140,x1,0.5529071166486406
141,x1,0.8126114772739862
142,x1,0.6596405662272253
143,x1,1.2514007318254055
144,x1,0.721326873
145,x1,1.7828475901774425
146,x1,1.5111665449710825
147,x1,1.3842981633225022
148,x1,1.3441633852838495
149,x1,2.549437607747571
150,x1,1.6652176868153712
151,x1,2.1138813738229616
152,x1,2.1648007236700573
153,x1,1.715909038467085
154,x1,1.1613558086406472
155,x1,0.6339734502230177
156,x1,0.7854803283491861
157,x1,0.9150955335125626
158,x1,1.1639180081332632
159,x1,0.8309510875032389
160,x1,1.4470623848557214
161,x1,0.9521395949400424
162,x1,0.42666114621718554
163,x1,0.16610523762437907
164,x1,0.2940037258686706
165,x1,1.1129938391515195
166,x1,0.8065516371379472
167,x1,0.5279289391421808
168,x1,0.5528086648253845
169,x1,0.538979751
170,x1,0.7520659260214717
171,x1,0.3342352459623962
172,x1,0.2701779098154206
173,x1,0.5638125761244178
174,x1,0.28722828981565723
175,x1,0.8685931063145912
176,x1,1.5061764868685106
177,x1,1.3272632921629568
178,x1,2.8337113375289875
179,x1,3.3778771077351606
180,x1,2.9511814697327097
181,x1,3.4990554723588754
182,x1,4.104262647726008
183,x1,3.5421071003018625
184,x1,3.7311629966802915
185,x1,3.4842779325804245
186,x1,2.655058737799839
187,x1,3.009964056435011
188,x1,2.4083727064176816
189,x1,1.925122990709408
190,x1,2.003365703745315
191,x1,3.3120740384501435
192,x1,3.721521582269261
193,x1,4.209715860306762
194,x1,3.3985799878666185
195,x1,3.240771491110558
196,x1,2.6995706060641975
197,x1,2.6519405450713815
198,x1,2.2779900939628033
199,x1,1.4168050252218585
200,x1,1.656748420502994
201,x1,1.3721990403287523
1,x2,-0.008849591
2,x2,-0.022361999
3,x2,-0.016477388
4,x2,-0.007949024
5,x2,-0.038397689
6,x2,-0.052589937
7,x2,-0.01564963
8,x2,1.9291753769611585e-4
9,x2,0.003960409
10,x2,0.007049842
11,x2,0.029140456207284927
12,x2,-0.004552924
13,x2,0.004492156
14,x2,0.007165808
15,x2,0.019183676582987818
16,x2,0.003898484
17,x2,0.00117742
18,x2,1.929354459447464e-5
19,x2,-0.011615473
20,x2,-9.42E-04
21,x2,-0.023439679
22,x2,-0.046585773
23,x2,-0.024355609
24,x2,-0.028453602
25,x2,-0.025005564
26,x2,-0.009241387
27,x2,0.033924552
28,x2,0.020290882
29,x2,0.04357006
30,x2,0.032103726
31,x2,0.040367965
32,x2,0.048227387
33,x2,0.043189909
34,x2,0.026355519916716058
35,x2,0.046952177294850045
36,x2,-0.009633792
37,x2,-0.00461459
38,x2,-0.053213743
39,x2,-0.055764498
40,x2,-0.059514941
41,x2,-0.075046799
42,x2,-0.071455836
43,x2,-0.069022313
44,x2,-0.072185597
45,x2,-0.052684829
46,x2,-0.035415279
47,x2,-0.021237798
48,x2,0.013812707161631351
49,x2,-0.023185245
50,x2,-0.027521115
51,x2,-0.031030378
52,x2,-0.044570942
53,x2,-0.004715043
54,x2,-0.010767076
55,x2,-0.014128103
56,x2,-0.024939857
57,x2,0.009343337
58,x2,0.042128920556993306
59,x2,0.054685579
60,x2,0.045717748
61,x2,0.033653752
62,x2,0.057241712382540645
63,x2,0.063861611
64,x2,0.052732723641864675
65,x2,0.052749766
66,x2,0.087880959
67,x2,0.088027045
68,x2,0.097541307
69,x2,0.1243321940897718
70,x2,0.12215185537863683
71,x2,0.12705917497245972
72,x2,0.16295463949151484
73,x2,0.16997735943291675
74,x2,0.13790415450004484
75,x2,0.1642950741992392
76,x2,0.14738119224151489
77,x2,0.14818336927797252
78,x2,0.15410544542338747
79,x2,0.1944326532117042
80,x2,0.20459691167941746
81,x2,0.20295785027272575
82,x2,0.1977566658602438
83,x2,0.18190985971417786
84,x2,0.19118064312546468
85,x2,0.19421362921507174
86,x2,0.19207455636963502
87,x2,0.16293300123242582
88,x2,0.12332499330215438
89,x2,0.11936355807112474
90,x2,0.11158777825309792
91,x2,0.098839679
92,x2,0.085722026
93,x2,0.10556986077997159
94,x2,0.090822371
95,x2,0.076239741
96,x2,0.078444129
97,x2,0.085202076
98,x2,0.10337467587930393
99,x2,0.14482333412061485
100,x2,0.1143893339331121
101,x2,0.12652684662459412
102,x2,0.1346309992877015
103,x2,0.12068828416048395
104,x2,0.14309184070627526
105,x2,0.16852156435236348
106,x2,0.1790959029476495
107,x2,0.20162319994646963
108,x2,0.2083681962353472
109,x2,0.19184447375203945
110,x2,0.18116816239840242
111,x2,0.1978699189531533
112,x2,0.1895614510933959
113,x2,0.17713630402720132
114,x2,0.17907465355048882
115,x2,0.13797743803924026
116,x2,0.12643764701226237
117,x2,0.11108274361045142
118,x2,0.11509071215966636
119,x2,0.12227271755625985
120,x2,0.11983725088898875
121,x2,0.1028044490797523
122,x2,0.10823343544591782
123,x2,0.13574516307822593
124,x2,0.093094276
125,x2,0.081428119
126,x2,0.088284178
127,x2,0.067437007
128,x2,0.073014939
129,x2,0.074049379
130,x2,0.096305651
131,x2,0.061351154
132,x2,0.033693382
133,x2,0.06117288
134,x2,0.031558471
135,x2,0.023740236
136,x2,0.016437354
137,x2,-0.008576968
138,x2,-0.017530889
139,x2,-0.021686563
140,x2,-0.013633301
141,x2,0.020183736589414754
142,x2,0.024955746
143,x2,0.048752474
144,x2,0.052136706
145,x2,0.059556601
146,x2,0.071613699
147,x2,0.083691497
148,x2,0.093665788
149,x2,0.10726418520744226
150,x2,0.11184611045764926
151,x2,0.11725337725164506
152,x2,0.1334878755239185
153,x2,0.14178777450168467
154,x2,0.1481811058927309
155,x2,0.1182740624580412
156,x2,0.13264663336732738
157,x2,0.16359663027042393
158,x2,0.15944776969584964
159,x2,0.1478415601076454
160,x2,0.15051854619086605
161,x2,0.1810177986739803
162,x2,0.2204518117789752
163,x2,0.2122678461838643
164,x2,0.20813738276176513
165,x2,0.20569766188045677
166,x2,0.18925659243309023
167,x2,0.19318406531433546
168,x2,0.1960696678378098
169,x2,0.227383819
170,x2,0.2350724413034966
171,x2,0.21953553518888488
172,x2,0.2232173409218135
173,x2,0.23810920055095613
174,x2,0.2394588383932425
175,x2,0.26802461599053407
176,x2,0.26165593895211714
177,x2,0.2190529063650366
178,x2,0.19688459095982846
179,x2,0.19358621114948676
180,x2,0.20216497106800507
181,x2,0.1859806828209886
182,x2,0.19558433918760937
183,x2,0.21326116946591298
184,x2,0.21589841648101574
185,x2,0.24346064323872366
186,x2,0.27098863558220426
187,x2,0.25804321674129777
188,x2,0.24991539780104324
189,x2,0.23185247119513225
190,x2,0.24806330312121136
191,x2,0.2575294151719458
192,x2,0.27806687939234787
193,x2,0.2286247511729342
194,x2,0.21152545436927891
195,x2,0.23405770862624817
196,x2,0.259121458
197,x2,0.25024575488875833
198,x2,0.29929776112556433
199,x2,0.27309784055848574
200,x2,0.24354256763227958
201,x2,0.2512150827611632
1,x3,0.13055079939574776
2,x3,0.22016729891162662
3,x3,NA
4,x3,0.057738531
5,x3,0.2061140534199131
6,x3,0.062710429
7,x3,0.3489368816715376
8,x3,-0.054442075
9,x3,-0.291691997
10,x3,-0.458090308
11,x3,-0.437712435
12,x3,-0.62535395
13,x3,-0.761315031
14,x3,-0.752647808
15,x3,-0.888649057
16,x3,-0.559238971
17,x3,-0.938949419
18,x3,-0.794798323
19,x3,-1.198803413
20,x3,-0.837166286
21,x3,-0.762842404
22,x3,-0.737808099
23,x3,-0.354503291
24,x3,-0.334525676
25,x3,-0.442260625
26,x3,-0.131456712
27,x3,0.13839445726120006
28,x3,0.4549782888283263
29,x3,0.8077918549395381
30,x3,0.36300804113057983
31,x3,0.5478309164247973
32,x3,0.36416373442581357
33,x3,0.8451828023667519
34,x3,1.0009655883040114
35,x3,0.8295979266225946
36,x3,1.0498305943458064
37,x3,0.8680424395403395
38,x3,0.9593238582215284
39,x3,0.9995162166746464
40,x3,1.3124402642047255
41,x3,0.9888757003474155
42,x3,1.341804932
43,x3,1.4923245572015904
44,x3,1.4796322126653751
45,x3,1.7042497717611869
46,x3,1.7715796149598892
47,x3,1.9148786007846046
48,x3,2.1204620562283742
49,x3,2.1900629809910512
50,x3,1.8676531793620523
51,x3,1.5340627885177407
52,x3,1.4885799041911763
53,x3,0.9838056880082521
54,x3,0.7653725934027577
55,x3,0.3684331015984209
56,x3,0.28031046255143605
57,x3,0.7041154572646546
58,x3,0.9607163579568003
59,x3,1.0780718038154438
60,x3,1.3778960738770694
61,x3,0.9323420432478986
62,x3,0.7716518336842544
63,x3,0.6409285934315818
64,x3,0.8753736383669648
65,x3,1.079413223898412
66,x3,1.1404780340837828
67,x3,1.5242702376788282
68,x3,1.7223247372529495
69,x3,1.6603183500567487
70,x3,1.5529181067205384
71,x3,1.5491885291135459
72,x3,1.6451675932471985
73,x3,1.588689578
74,x3,1.526404313
75,x3,1.8050445270974762
76,x3,1.5509958843711409
77,x3,1.571299425374398
78,x3,2.251614183
79,x3,2.0267012541057263
80,x3,2.0598446339958585
81,x3,1.939071623
82,x3,2.229346568291737
83,x3,2.327814827535076
84,x3,2.601726907352173
85,x3,2.305812846
86,x3,2.520476267588861
87,x3,2.490890018223043
88,x3,3.0254391339743463
89,x3,2.83583413
90,x3,2.972798485893277
91,x3,3.1185953744839936
92,x3,3.1395408722017915
93,x3,2.747622858918346
94,x3,2.3433879798872073
95,x3,2.1933000913130845
96,x3,1.559035868
97,x3,1.359915601983075
98,x3,1.3038681795531863
99,x3,1.0491426958000947
100,x3,0.8925657891969148
101,x3,0.9309607653020612
102,x3,0.657607016
103,x3,0.44593393141290666
104,x3,0.43023575173682416
105,x3,0.6235775695608761
106,x3,0.8289232874631827
107,x3,0.7706855417892821
108,x3,0.8026589437909786
109,x3,0.9438262470391588
110,x3,0.6840470309912599
111,x3,0.7539649496809907
112,x3,0.8572413963447978
113,x3,0.6605768830664607
114,x3,0.5186872177652534
115,x3,0.25425262249454883
116,x3,0.4658049682113029
117,x3,0.35771970084824284
118,x3,0.44740245733345924
119,x3,0.5887645312319372
120,x3,0.35241638911841777
121,x3,-0.141808584
122,x3,0.05186203
123,x3,-0.315811895
124,x3,-0.340203605
125,x3,-0.866500955
126,x3,-1.366552417
127,x3,-1.513528032
128,x3,-1.029091158
129,x3,-1.121696797
130,x3,-1.518642644
131,x3,-1.775724378
132,x3,-1.670205798
133,x3,-1.449324716
134,x3,-1.412890698
135,x3,-1.361714123
136,x3,-1.363574927
137,x3,
138,x3,-1.489801743
139,x3,-1.325213634
140,x3,-1.309591398
141,x3,-1.112656783
142,x3,-1.726358895
143,x3,-1.56714276
144,x3,-1.470772266
145,x3,-2.138394729
146,x3,-1.851947723
147,x3,-1.213456875
148,x3,-1.170814029
149,x3,-1.589544298
150,x3,-1.920555093
151,x3,-1.538001626
152,x3,-1.310186718
153,x3,-1.832534686
154,x3,-1.719663022
155,x3,-2.313242492
156,x3,-2.613665157
157,x3,-2.837121762
158,x3,-2.995906332
159,x3,-2.804521078
160,x3,-2.702093055
161,x3,-2.944536558
162,x3,-2.73284305
163,x3,-2.656222083
164,x3,-2.57482671
165,x3,-2.566631054
166,x3,-2.85934297
167,x3,-2.66357097
168,x3,-2.81603503
169,x3,-3.007242746
170,x3,-2.780557823
171,x3,-2.847855942
172,x3,-2.924409854
173,x3,-3.015625358
174,x3,-2.326422722
175,x3,-1.46530685
176,x3,-0.945091615
177,x3,-0.843912178
178,x3,
179,x3,-0.427349498
180,x3,-0.712631136
181,x3,-1.021261776
182,x3,-0.813734546
183,x3,-0.831036343
184,x3,-0.881692525
185,x3,-1.138645892
186,x3,-0.997322296
187,x3,-1.016650594
188,x3,-0.976684779
189,x3,-0.746974106
190,x3,-1.025422451
191,x3,-1.027265658
192,x3,-1.087195003
193,x3,-0.909518606
194,x3,-0.838132455
195,x3,-0.656380849
196,x3,-0.967550841
197,x3,-1.213903451
198,x3,
199,x3,-1.799318511
200,x3,-1.503336041
201,x3,-0.989290378
1,x4,-0.874613274
2,x4,-3.001879898
3,x4,-0.508540315
4,x4,-2.415720633
5,x4,-4.717836506
6,x4,-5.054221315
7,x4,-6.230936932
8,x4,-6.77161863
9,x4,-5.67838689
10,x4,-8.317403889
11,x4,-4.985302428
12,x4,-3.944530191
13,x4,-1.782187538
14,x4,-1.285542415
15,x4,-2.523961487
16,x4,-3.433431238
17,x4,-4.143010132
18,x4,-1.224342177
19,x4,-2.210930717
20,x4,-3.762210436
21,x4,-4.909073537
22,x4,-3.654236498
23,x4,-3.717880375
24,x4,-2.934974164
25,x4,-4.915129584
26,x4,-5.472559871
27,x4,-6.807990507
28,x4,-8.656459191
29,x4,-6.298758669
30,x4,-6.502924545
31,x4,-6.091075019
32,x4,-3.479245736
33,x4,-3.611825827
34,x4,-5.052082667
35,x4,-3.375624868
36,x4,-2.141836438
37,x4,-3.380985245
38,x4,-6.310971042
39,x4,-7.013095708
40,x4,-6.29456037
41,x4,-9.566403276
42,x4,-12.07916404
43,x4,-10.58794899
44,x4,-10.73511565
45,x4,-11.01110235
46,x4,-11.96729768
47,x4,-11.1269936
48,x4,-13.10719314
49,x4,-12.02154873
50,x4,-11.63875538
51,x4,-11.47708584
52,x4,-12.08875895
53,x4,-11.0700281
54,x4,-11.08396856
55,x4,-14.20469704
56,x4,-12.85679681
57,x4,-12.92504313
58,x4,-12.31820795
59,x4,-15.22938563
60,x4,-14.91787666
61,x4,-15.18410836
62,x4,-14.78433198
63,x4,-13.42940637
64,x4,-12.18077775
65,x4,-13.75662052
66,x4,-11.68700779
67,x4,-11.59130246
68,x4,-9.233615181
69,x4,-9.233569867
70,x4,-8.284726639
71,x4,-9.096056204
72,x4,-9.995076213
73,x4,-10.09121193
74,x4,-9.643615159
75,x4,-9.066703869
76,x4,-8.385459068
77,x4,-7.996448335
78,x4,-8.156187497
79,x4,-5.233333749
80,x4,-0.517927284
81,x4,-1.03818852
82,x4,-1.287635392
83,x4,-0.61511638
84,x4,-2.817056046
85,x4,-2.950395382
86,x4,-3.720762651
87,x4,-4.193652633
88,x4,-4.644763689
89,x4,-5.16106775
90,x4,-5.067079336
91,x4,-4.910660861
92,x4,-3.297395133
93,x4,-5.834230437
94,x4,-7.294135058
95,x4,-6.252642086
96,x4,-6.957220083
97,x4,-7.031544444
98,x4,-8.711047795
99,x4,-11.51436095
100,x4,-13.06068548
101,x4,-13.60614888
102,x4,-13.50087615
103,x4,-10.64293197
104,x4,-10.57761505
105,x4,-10.13041657
106,x4,-8.390767282
107,x4,-7.522204941
108,x4,-7.155872023
109,x4,-7.784436854
110,x4,-10.07951523
111,x4,-11.30708022
112,x4,-10.26000454
113,x4,-10.25254124
114,x4,-9.830293741
115,x4,-10.4778762
116,x4,-8.947233678
117,x4,-8.650641538
118,x4,-10.14940978
119,x4,-9.346793784
120,x4,-8.556572491
121,x4,-8.426399659
122,x4,-9.301971743
123,x4,-8.79164091
124,x4,-8.42204246
125,x4,-6.032029071
126,x4,-6.517842198
127,x4,-7.669408929
128,x4,-9.583677652
129,x4,-13.64614177
130,x4,-10.79352117
131,x4,-10.08541007
132,x4,-12.36468795
133,x4,-13.06917789
134,x4,-13.04337603
135,x4,-14.7726355
136,x4,-14.9370436
137,x4,-15.87116021
138,x4,-16.06242644
139,x4,-18.12872632
140,x4,-16.14076645
141,x4,-15.49215942
142,x4,-15.68368665
143,x4,-18.23194028
144,x4,-20.53598306
145,x4,-21.85295513
146,x4,-22.33983453
147,x4,-25.36201533
148,x4,-22.46756382
149,x4,-21.9930062
150,x4,-20.42507885
151,x4,-19.85789993
152,x4,-17.1572365
153,x4,-15.94924045
154,x4,-15.42572995
155,x4,-16.58849925
156,x4,-17.27028613
157,x4,-14.58379773
158,x4,-16.10339748
159,x4,-14.09309584
160,x4,-14.83824779
161,x4,-16.69720247
162,x4,-16.66492632
163,x4,-15.76479102
164,x4,-14.0199416
165,x4,-12.36494849
166,x4,-12.5138736
167,x4,-12.19457665
168,x4,-12.90598422
169,x4,-10.38910164
170,x4,-9.916605089
171,x4,-12.78111476
172,x4,-12.70557448
173,x4,-10.54605909
174,x4,-9.448067062
175,x4,-12.3603487
176,x4,-12.57994881
177,x4,-10.40692327
178,x4,-9.128702143
179,x4,-11.75148894
180,x4,-12.59345105
181,x4,-7.254224589
182,x4,-8.812839288
183,x4,-8.667305069
184,x4,-7.429804692
185,x4,-8.770350341
186,x4,-8.776518059
187,x4,-10.13723714
188,x4,-11.32046322
189,x4,-12.31405006
190,x4,-15.52182421
191,x4,-14.73358831
192,x4,-13.94151503
193,x4,-13.43701159
194,x4,-16.70362668
195,x4,-17.61003185
196,x4,-17.15904855
197,x4,-17.01625269
198,x4,-19.48231981
199,x4,-19.41893148
200,x4,-16.53061761
201,x4,-18.37046823
1,x5,0.084235229
2,x5,-0.100275529
3,x5,-0.363889522
4,x5,-0.227242433
5,x5,-0.23214793
6,x5,-0.583442845
7,x5,-0.728349082
8,x5,-0.949652694
9,x5,-0.884810301
10,x5,-1.121157208
11,x5,-1.081623982
12,x5,-0.899789384
13,x5,-0.72559844
14,x5,-0.720169709
15,x5,-0.939798906
16,x5,-0.913591183
17,x5,-0.803873816
18,x5,-0.689278219
19,x5,-0.694563849
20,x5,-0.487746531
21,x5,-0.764042704
22,x5,-0.606769158
23,x5,-0.687578574
24,x5,-0.44736977
25,x5,-0.319629969
26,x5,-0.495112807
27,x5,-0.376384791
28,x5,-0.292857655
29,x5,-0.224200094
30,x5,-0.320285382
31,x5,-0.29884955
32,x5,-0.126293074
33,x5,-0.026662785
34,x5,0.2477891876740347
35,x5,0.056697131
36,x5,0.002596394
37,x5,-0.005617933
38,x5,0.032298896
39,x5,0.2039540897787896
40,x5,0.4527970624100281
41,x5,0.38439915889325393
42,x5,-0.037214363
43,x5,-0.123193182
44,x5,-0.083862056
45,x5,-0.014196617
46,x5,0.042763269
47,x5,0.37192311859481625
48,x5,0.21397907099030763
49,x5,0.31621405158407573
50,x5,0.5200541105579886
51,x5,0.768886298
52,x5,0.7694527080419354
53,x5,0.7185785351343853
54,x5,0.7986133019691687
55,x5,0.6574483590904551
56,x5,0.9305606415883885
57,x5,1.2192053415122048
58,x5,0.9871263985075858
59,x5,1.2657451071871464
60,x5,1.4418753239784146
61,x5,1.5370704283051442
62,x5,1.2953938769025433
63,x5,1.222998014387739
64,x5,0.8922044388297129
65,x5,1.0874778954283217
66,x5,1.1064634336061046
67,x5,0.8392739017793215
68,x5,0.7227889929205712
69,x5,0.879200385
70,x5,1.1056220243415524
71,x5,0.8068768542818847
72,x5,0.9143284005466655
73,x5,0.853820749
74,x5,0.7771887635877301
75,x5,1.0152664367390716
76,x5,0.9273898050771131
77,x5,0.8425058015117313
78,x5,1.1987817219106645
79,x5,0.8911543036538249
80,x5,0.8953530400464955
81,x5,0.537320231
82,x5,0.8899035860072935
83,x5,1.0990824641817958
84,x5,0.9830658569539347
85,x5,1.1634394267893442
86,x5,1.1753907638516097
87,x5,1.0527020365316113
88,x5,1.282466917227128
89,x5,1.181821030027169
90,x5,1.204095908
91,x5,1.0483528187080766
92,x5,1.0168574099823087
93,x5,1.1627350335740714
94,x5,1.171422796
95,x5,1.118306184304846
96,x5,1.003668706409982
97,x5,1.019235500536276
98,x5,0.971671634
99,x5,0.9430037580134838
100,x5,0.8060524956592038
101,x5,0.9453842924214019
102,x5,0.8446464864970452
103,x5,0.9180388164895549
104,x5,0.9321046999502873
105,x5,1.105333236809458
106,x5,1.1762404869762098
107,x5,1.273616754960702
108,x5,1.4364267445451362
109,x5,1.6836664099242271
110,x5,1.2354100117340214
111,x5,1.113730973310741
112,x5,1.0781569305176737
113,x5,1.0948003255956957
114,x5,1.288340064310734
115,x5,1.3656029119526634
116,x5,1.303978629083967
117,x5,1.3356558020947467
118,x5,1.3911715052393534
119,x5,1.355687318112869
120,x5,1.0921784289084215
121,x5,1.265629834084073
122,x5,1.4104698163454727
123,x5,1.6056366999285527
124,x5,1.5265800204562254
125,x5,1.702205414175596
126,x5,2.046148475484434
127,x5,1.7520987114649724
128,x5,1.9172271510299062
129,x5,1.6845438373469368
130,x5,1.6593271408143324
131,x5,1.590410559216957
132,x5,1.768941227852407
133,x5,1.8242260910879455
134,x5,1.7333539634571298
135,x5,1.470932892576007
136,x5,1.5313940976823852
137,x5,1.363525753
138,x5,1.4591635134433183
139,x5,1.4337264271500223
140,x5,1.4902985048748454
141,x5,1.563420264255007
142,x5,1.5792588293076866
143,x5,1.4385734403902466
144,x5,1.5880266253470907
145,x5,1.6404724434530054
146,x5,1.4054388431964864
147,x5,1.4875728692704624
148,x5,1.60219081
149,x5,1.6328743523377685
150,x5,1.785513790589709
151,x5,1.9575769112919144
152,x5,1.9424520942178412
153,x5,2.033046619827083
154,x5,2.1712435052391994
155,x5,2.444513207
156,x5,2.575036976
157,x5,2.212059698177408
158,x5,2.0477306481725863
159,x5,1.879297245022616
160,x5,1.415107488
161,x5,1.4736606613847285
162,x5,1.5308734195751372
163,x5,1.557370707409585
164,x5,1.8727507803533876
165,x5,1.8650997665634028
166,x5,1.9973771267571214
167,x5,2.045621163076627
168,x5,1.9339572621508285
169,x5,2.0347162428242416
170,x5,1.7484513881512251
171,x5,1.5373598760455187
172,x5,1.7469471658304008
173,x5,1.723561670982982
174,x5,1.8073124753161887
175,x5,1.6803661417833593
176,x5,1.8595208124122917
177,x5,1.982471755265018
178,x5,2.228627477767416
179,x5,2.4328210441861704
180,x5,2.4029038943422476
181,x5,2.2752608021690857
182,x5,2.506689885995337
183,x5,2.433985340221382
184,x5,2.5872497706502817
185,x5,2.409362034514248
186,x5,2.4165710113940246
187,x5,2.2890228146852305
188,x5,2.4739754210930722
189,x5,2.3449300220693967
190,x5,2.1604202760487157
191,x5,2.2685122069028334
192,x5,2.2954705193874534
193,x5,2.2430940153461862
194,x5,2.299678291231379
195,x5,1.9690323855066976
196,x5,1.960565872492888
197,x5,2.0051360271439704
198,x5,2.190273049101808
199,x5,2.366498654788464
200,x5,2.595348107371486
201,x5,2.3794831166849733
1,x6,-0.115973061
2,x6,-0.170545861
3,x6,
4,x6,-0.074311359
5,x6,-0.146894001
6,x6,-0.194153386
7,x6,-0.261346998
8,x6,-0.187544437
9,x6,-0.144305231
10,x6,-0.203113056
11,x6,-0.059888038
12,x6,-0.168749731
13,x6,-0.346205402
14,x6,-0.047247841
15,x6,-0.135435189
16,x6,-0.262830591
17,x6,-0.426210264
18,x6,-0.578776917
19,x6,-0.469010118
20,x6,-0.44535853
21,x6,-0.41372341
22,x6,-0.275183479
23,x6,-0.289157559
24,x6,-0.384806315
25,x6,-0.357158346
26,x6,-0.32630679
27,x6,
28,x6,-0.53558957
29,x6,-0.539095664
30,x6,-0.663526327
31,x6,-0.855044385
32,x6,-0.950335878
33,x6,-0.763014941
34,x6,-0.935569542
35,x6,-1.05203913
36,x6,-1.139344093
37,x6,-0.983720849
38,x6,-1.216142283
39,x6,-1.196812123
40,x6,-1.180309187
41,x6,-1.242557778
42,x6,-1.299484788
43,x6,-1.292643201
44,x6,-1.334323597
45,x6,-1.34474899
46,x6,-1.470475051
47,x6,-1.527600061
48,x6,-1.611358952
49,x6,-1.40357682
50,x6,-1.393464978
51,x6,-1.39354679
52,x6,-1.387787018
53,x6,-1.385972801
54,x6,-1.442587332
55,x6,-1.455995966
56,x6,-1.461932666
57,x6,-1.425223683
58,x6,-1.484603682
59,x6,-1.360075207
60,x6,-1.358465521
61,x6,-1.397432458
62,x6,-1.312261374
63,x6,-1.28748102
64,x6,-1.208699474
65,x6,-1.040274945
66,x6,-1.064491323
67,x6,-1.344244732
68,x6,-1.35937705
69,x6,-1.331112353
70,x6,-1.281890757
71,x6,-1.214444758
72,x6,-1.362586147
73,x6,-1.338168103
74,x6,-1.301399599
75,x6,-1.123760941
76,x6,-1.154814283
77,x6,-1.243311345
78,x6,-1.314293509
79,x6,-1.175066243
80,x6,-1.304104015
81,x6,-1.337013398
82,x6,-1.474466909
83,x6,-1.519758901
84,x6,-1.437029799
85,x6,-1.526621063
86,x6,-1.429495496
87,x6,-1.411479436
88,x6,-1.342851188
89,x6,-1.518161657
90,x6,-1.682714643
91,x6,-1.761540161
92,x6,-1.664072892
93,x6,-1.757337813
94,x6,-1.826985773
95,x6,-1.734495477
96,x6,-1.80149161
97,x6,-1.812433415
98,x6,-1.703336149
99,x6,-1.794379586
100,x6,-1.987735534
101,x6,-1.91785834
102,x6,-2.109885138
